"CompanyName_E","Region_Name_E","Circle_Name_E","Division_Name_E","DC_Name_E","Region_Name_E-2","gis_feeder_id","description_of_work","tkc_apply_date","pma_apply_date","dgm_apply_date","je_apply_date","gm_apply_date","gm_cert_apply_date"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Guna","O&M Division Raghogarh","Kumbhraj DC","Gwalior","48262","33kv new s/s 33kv line","2025-11-01","2026-03-24","2026-04-11","2026-01-03","2026-04-15","2026-04-16"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","267812","NEW ADDI SHARAD SARAN 63 KVA SARANGPUR","2025-05-17","2025-05-18","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243836","additional dtr Rahul Rajput wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243648","Additional Rajkumar kaka wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","259734","LT Cable Augmentation Sobhagya Yojna wala 0685","2025-05-17","2025-05-18","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","255724","LT Cable Augmentation Bajrang Mandir wala 0394","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241879","CABLE AUGUMENTATION 267 AWAS BARJA","2025-06-02","2025-06-06","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","242480","additional dtr Rakesh rathore wala 100 kva","2025-06-02","2025-06-06","2025-12-03","2025-08-21","2025-12-10","2025-12-10"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Toomen DC","Gwalior","241520","Feeder Sepration : bhadon awadi","2025-10-01","2025-10-01","2025-10-01",NULL,"2025-10-01","2025-10-01"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","240122","NEW ADDI HARIJAN COLONY WALA 63 KVA PIPALIYA","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","69719","11KV BADNI NAHA 2 AGRICULTURE","2025-05-02","2025-05-02","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","231698","kuhig wadi additional 100","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","276270","11 KV CONVERSION OF 70712-BHADUGAON PUMP","2025-05-02","2025-05-02","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Morena","O&M Division Sabalgarh","Sabalgarh Urban","Gwalior","48667","New 33/11 KV S/S","2026-01-28","2026-03-25","2026-04-06","2026-04-06","2026-04-13","2026-04-13"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","241602","Sonkhedi additional DTR mata rani chok","2026-03-21","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","243326","lt cable aug work rakesh sarver 25kva kartana","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","208005","LT DEEPGAON BUS STAND","2025-05-16","2025-05-17",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","211108","LT CABLE SOMGAON","2025-05-17","2025-05-17",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","243255","lt cable shiv pujari kartana 25kva","2026-03-18","2026-03-18",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265407","BHAMORI LT CABLE AUG SCHOOL WALA DTR","2025-05-17","2025-05-17","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","259736","LT Cable Augmentation DHANWADA ROAD WALA 0374","2025-05-17","2025-05-18","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","227302","63 kva dtr additional pura me school ke pas","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","243750","100 KVA TALAB WALA TEMAGAON ADD.","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","270056","Conversion of LT Line : AJANAI LT CABLE AUG SCHOOL KE PASS WALA DTR","2025-05-17","2025-05-17","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","256346","LT line augmentation choti sukhras 2","2025-05-17","2025-05-17","2025-12-08","2025-09-23","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","227145","addtional bandhu camp kartana","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","252390","100 KVA JHIRIKHEDA GAON WALA ADDITIONAL","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","256226","LT line augmentation badi sukhras 2","2025-05-17","2025-05-17",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","262809","LT cable AUGU PAWAN WALA NAYAGAON","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","255275","LT TO CONDUCTOR MALI MOHLLA WALA 63 KVA 0195","2025-05-17","2025-05-17","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265405","BHAMORI LT CABLE AUG GAON WALA DTR","2025-05-17","2025-05-17","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Mungawli","Piprai DC","Gwalior","64513","NEW FEEDER BHATOLI ABADI","2025-09-30","2025-09-30","2025-09-30",NULL,"2025-09-30","2025-09-30"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","266419","Conversion of LT Line : LT Cable Augmentation KUDAWA 1 NO all DTR","2025-05-17","2025-05-18","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243652","Additional satyanarayan patel wala 63 kva","2025-05-18","2025-05-18","2025-12-03","2025-09-24","2025-12-10","2025-12-10"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Guna","O&M Division Guna","Bajrangarh DC","Gwalior","66713","Feeder Sepration : New 11 kv karodiya awadi","2025-01-29","2025-03-27","2025-03-27",NULL,"2025-03-28","2025-03-29"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Guna","O&M Division Guna","Rampur DC","Gwalior","220133","11 kv panwadi abadi bifurcation","2025-01-29","2025-03-27","2025-03-27",NULL,"2025-03-28","2025-03-29"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Sheopur","O&M Division Sheopur South","Baroda DC","Gwalior","40616","11 kv Utanwad Abadi","2025-11-24","2025-11-24","2025-12-09","2025-11-30","2025-12-10","2025-12-11"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Sheopur","O&M Division Sheopur North","Gaswani DC","Gwalior","40647","11 kv sahasram Abadi","2025-06-02","2025-06-03","2025-06-09","2025-06-05","2025-07-21",NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Mungawli","Piprai DC","Gwalior","221514","Feeder Sepration : Feeder seperation Kukretha kariyakhedi","2026-02-11","2026-02-18","2026-04-15","2026-03-25","2026-04-23","2026-04-23"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Shivpuri","O&M Division Pichhore","Khaniyadhana (R) DC","Gwalior","246924","Feeder Sepration : FSP Muhasa Mixed Feeder","2025-10-08","2025-10-08","2025-10-08",NULL,"2025-10-08","2025-10-08"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Sheopur","O&M Division Sheopur South","Baroda DC","Gwalior","228719","11 kv verdha bhukari abadi with LT line 1","2025-06-18","2025-06-18","2025-06-18","2025-06-17","2025-06-18","2025-06-20"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Eshagarh DC","Gwalior","222267","Feeder Sepration : Re-serve FS 11 kv Mahneti Mix fedeer","2026-03-13","2026-03-14",NULL,"2026-03-27",NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Eshagarh DC","Gwalior","60523","sepration of 11 kv janghar mix feeder","2026-03-12","2026-03-12",NULL,"2026-03-27",NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Mungawli","Bhadurpur DC","Gwalior","243445","Feeder Sepration : Bahadurpur Gramin DLF","2026-05-05",NULL,NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Toomen DC","Gwalior","241506","Feeder Sepration : water wrorks awadi","2026-02-16","2026-02-16","2026-02-24","2026-02-17","2026-02-24","2026-02-24"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Mungawli","Bhadurpur DC","Gwalior","62262","kareela mix","2025-10-01","2025-10-01","2025-10-01",NULL,"2025-10-01","2025-10-01"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Mungawli","Piprai DC","Gwalior","221199","Feeder Sepration : Feeder seperation Khanpur -bhariyakhedi","2026-03-13","2026-03-14","2026-04-15","2026-03-25","2026-04-23","2026-04-23"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Eshagarh DC","Gwalior","224326","Feeder Sepration : Re-serve FS 11 kv kohrwash Mix fedeer","2026-02-11","2026-02-13","2026-02-16","2026-02-16","2026-02-24","2026-02-24"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Naisarai DC","Gwalior","241632","11kv FS Akhaighat abadi","2025-10-01","2025-10-01","2025-10-01",NULL,"2025-10-01","2025-10-01"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Shadora DC","Gwalior","237640","Feeder Sepration : Feeder seperation work of Khejrakhurd 2 (Revised)","2025-10-01","2025-10-01","2025-10-01",NULL,"2025-10-01","2025-10-01"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Toomen DC","Gwalior","241930","Feeder Sepration : barodiya awadi","2026-03-09","2026-03-12",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Eshagarh DC","Gwalior","222165","Feeder Sepration : Re-serve FS 11 kv Jagathpur Mix fedeer","2025-09-02","2025-09-02","2026-02-24","2026-02-14","2026-02-24","2026-02-24"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Mungawli","Meerkabad DC","Gwalior","238177","Feeder Sepration : 11 KV Kenwara DLF","2025-07-15","2025-07-15",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Toomen DC","Gwalior","241524","Feeder Sepration : anantpur awadi","2025-09-02","2025-09-02","2026-02-14","2025-09-29","2026-02-24","2026-02-24"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Naisarai DC","Gwalior","241678","11 KV FS KALABAG ABADI","2025-10-08","2025-10-08","2026-03-25","2026-02-18",NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Mungawli","Bhadurpur DC","Gwalior","220997","Feeder Sepration : banhai fedar fs new 11 kv line","2026-05-05",NULL,NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Toomen DC","Gwalior","242338","Feeder Sepration : Akhai DLF","2025-10-01","2025-10-01","2025-10-01",NULL,"2025-10-01","2025-10-01"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","212204","LT SHOBHAPUR","2026-03-18","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","70760","11KV Augmentation","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","245769","LT Con. & Aug.","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","259740","LT Cable Augmentation Devpur khedi wala 0371","2025-05-17","2025-05-18","2025-12-08","2025-06-06","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","262903","LT CABLE WORK harishankar wala nayagaon","2025-06-07","2025-06-07","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","263480","SEPRATE AG 63KVA 1 NO. CHHIDGAON","2025-06-02","2025-06-06","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","252485","100 KVA KUTI No 2 NANDWA ADDITIONAL","2026-03-19","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","64048","additional 100kva lewa wala","2025-06-02","2025-06-06","2025-12-08","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","205996","LUJGAON AG FEEDER","2025-02-28","2025-03-01","2025-03-01","2026-03-12","2025-03-04","2025-03-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","40527","Manpura","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","234129","11 KV CONVERSION OF 70715-CHIPANER","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","217341","CHURIKHAL FEEDAR INTAR CONECTION","2026-04-15",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","220670","11KV BIFURCATION BHADUGAON DLF","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","40675","sonpura","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","240483","11 KV CONVERSION OF 70716-TIMARNI (TOWN)","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","204876","INTR. BHAGWANPURA TO BHAHADA CHARUWA2","2026-03-20","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","222765","New 11kv Dholpur biffurgation","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","270186","NEW 11 KV LODHIYAKHEDI PUMP FEEDER","2025-05-02","2025-05-02","2025-12-08","2025-05-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","69455","Feeder Sepration : MATA MAI","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","69474","Feeder Sepration : PATKALA","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","204217","INTERCONNECTION AJANAS JHALWA PUMP SCHOOL KE PASS","2026-03-20",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","219542","NEW 11KV NIMACHA AG FEEDER","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","69431","Feeder Sepration : KALKUND","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","218491","interconnection of bhamaner feeder","2025-09-06","2025-09-07","2025-11-10","2025-09-23","2025-11-13","2025-11-13"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","204214","INTERCONNECTION AJANAS JHALWA PUMP KEER WALA2","2025-02-28","2025-02-28","2025-03-02","2025-09-24","2025-03-04","2025-03-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","204189","INTERCONNECTION RELWA JHALWA PUMP SURENDRA DTR","2026-03-20",NULL,NULL,NULL,NULL,NULL
